cc,Residual,AverageMatch,Mean,Variance,Skewness,Kurtosis
AGO_R,1.6792754193479745e-06,2.0,0.025082459633177925,0.0020063174687500007,0.03333798570327304,2.935316887380946
BRA_R,7.336789969734132e-07,2.0,0.025169702971032458,0.001899179402350001,0.08548630128763542,3.062579878234531
CZE_R,2.7138160870316593e-06,2.0,0.026740083052414033,0.001992723508350001,-0.04591329840764443,2.962857943364943
FRA_R,2.7531949218822287e-06,2.0,0.023730187896432685,0.0020513940824000007,0.09434952981418675,2.992879559502881
IRL_R,3.2874947931068963e-06,2.0,0.025126081302105193,0.0019908073384000005,0.08879467667147031,3.111071609864653
LUX_R,1.420421184174119e-06,2.0,0.026958191397050364,0.002005748516600001,0.16051923931088324,2.908571681707184
NZL_R,1.503273481509493e-06,2.0,0.02708905640383216,0.0018597675731500008,0.12491533004545273,2.96821156138752
ROU_R,1.4934823627878043e-06,2.0,0.02599851468065051,0.0018130050344000006,-0.1863258525218224,3.1211645788642817
TUN_R,2.1534628404334082e-06,2.0,0.02263964617325103,0.0019820827711500015,-0.02881211551284155,2.9263245067147996
ARG_R,3.529197826418413e-06,2.0,0.02595489301172325,0.0018590368787500004,0.021182099314988295,2.876992178132808
CAN_R,4.756930661734802e-07,2.0,0.025038837964250663,0.0018734014934000008,0.04046618614674066,3.0724559434873333
DEU_R,1.90765768234649e-06,2.0,0.0248643512885416,0.0020381426350000007,0.11837905316067877,2.884731275044762
GBR_R,2.5701088372843904e-06,2.0,0.025431432984596054,0.001988689466350001,0.07014591133853726,2.915988743645014
IRN_R,1.625489833723771e-06,2.0,0.025169702971032458,0.0019258193023500012,-0.1640162300860096,3.1585186091796427
MEX_R,6.606634817472811e-07,2.0,0.02578040633601418,0.001849035499150001,0.05607920603496978,2.899644922862122
PER_R,1.1473292478453146e-06,2.0,0.02338121454501456,0.0018927725064000007,-0.02971039460874633,2.9577273640621025
SAU_R,9.230384027392737e-07,2.0,0.025518676322450588,0.001930964608750001,0.037044232090720865,3.062575159482381
TUR_R,8.859392461210998e-07,2.0,0.023686566227505416,0.0017737435303500004,0.07825015447428647,2.9197029115823687
AUS_R,1.7483797309367234e-06,2.0,0.024471756268196206,0.0019794948951500006,0.1316201235997037,2.8071804182609013
CHE_R,1.9339911052340037e-06,2.0,0.02525694630888699,0.0019823111131500007,-0.036340035680546535,3.103717101346752
DNK_R,2.7015325795058837e-06,2.0,0.022377916159687438,0.0019634196183500006,-0.02670828417517169,2.9427320397384684
GRC_R,2.8163846364840823e-06,2.0,0.026783704721341298,0.0019314003614000006,0.08887928625192797,2.939723299009584
ISL_R,3.177812295463494e-06,2.0,0.025126081302105193,0.0019679731384000007,0.0073760723958101815,3.0582357199849532
MLT_R,1.7875213447019878e-06,2.0,0.026216623025286843,0.0020585012271500005,0.010162514760726113,3.0093577736409483
PHL_R,3.95074405658491e-06,2.0,0.023424836213941824,0.0018431594983500008,-0.015019859214812043,2.843187391403019
SGP_R,2.9899796626803173e-06,2.0,0.025300567977814256,0.0018982831600000006,0.017125615208612555,3.0691532685704455
TWN_R,3.098215129047766e-07,2.0,0.024995216295323395,0.0020221035123500005,0.13522670620299632,2.9136329751375922
AUT_R,5.948648711470956e-07,2.0,0.02569316299815965,0.0018230806251500011,0.07009936693921189,2.895090862908119
CHL_R,1.8696562933616922e-06,2.0,0.02451537793712347,0.0017737530446000007,-0.05902279942471982,3.000201417327416
EGY_R,2.1981164737344768e-06,2.0,0.023904674572141748,0.0018337689336000009,-0.0009331685875476611,2.9819422097381003
HKG_R,1.8195526159817382e-06,2.0,0.025475054653523323,0.001995983090400001,0.11642239494306802,2.9120329491334016
ISR_R,1.1472328317413933e-06,2.0,0.02495159462639613,0.0018777628256000007,-0.0495012061552133,2.9562510289722246
MYS_R,1.3870213890622508e-06,2.0,0.024384512930341672,0.001968534479150001,-0.0575593326276529,3.045467567119942
POL_R,2.5751926393686194e-06,2.0,0.025954893011723247,0.0017981456787500006,0.019131925334141958,2.884279770261051
SVK_R,1.0350673176702438e-06,2.0,0.026085758018505042,0.0018236838286000009,-0.009815762318811514,3.055989641889545
URY_R,1.1565885429778043e-06,2.0,0.026391109700995907,0.0019694021787500012,-0.08635496777233763,2.9920042328503116
BEL_R,3.2238199479951138e-06,2.0,0.02687094805919583,0.001964776350400001,-0.03039065242980978,2.883562176330874
CHN_R,2.8961850645096787e-06,2.0,0.023948296241069013,0.001978200957150001,-0.008197022415111532,3.0888758277649715
ESP_R,2.1468422048803295e-06,2.0,0.025562297991377853,0.001980113321400001,0.01261220730045108,2.9471064435888343
HUN_R,9.79189568696749e-07,2.0,0.02578040633601418,0.001883286799150001,0.04651868282937929,2.893018188077732
ITA_R,1.1789545075748568e-06,2.0,0.025387811315668793,0.0019052780366000009,-0.10316773797219776,3.024019767940915
NAM_R,9.370044522646353e-07,2.0,0.025126081302105197,0.0018461907384000006,0.061056581240523405,2.955333168610396
PRT_R,1.411565449061659e-06,2.0,0.024340891261414407,0.0018545861126000006,0.06933951568051941,2.902901524169521
SVN_R,1.7832172441765818e-06,2.0,0.02346845788286909,0.0018544338846000006,0.009714124855430347,3.027799047321869
USA_R,4.528679071812936e-07,2.0,0.02578040633601418,0.001978429299150001,0.12936946750243739,2.8305832340542714
BGR_R,1.1146136775062888e-06,2.0,0.02669646138348677,0.0019741231496000003,0.07003820855586779,2.8429311636675565
COL_R,4.474834275217178e-06,2.0,0.0247334862817598,0.0019285594063500012,0.06344341669618925,3.0369728448377917
EST_R,4.668253069796488e-06,2.0,0.02364294455857815,0.0020479156726000004,-0.004639313608265914,2.9436246143324496
IDN_R,7.248328347289511e-07,2.0,0.024777107950687063,0.0018407714216000003,0.03399058625523618,2.888860631913426
JPN_R,2.995387881211132e-06,2.0,0.02617300135635958,0.001918072800000001,-0.0853734720953139,3.01322555805376
NLD_R,5.440135319647331e-07,2.0,0.02700181306597763,0.0018416524411500005,0.08879530864063512,2.9426918111444906
PRY_R,1.4232400867450169e-06,2.0,0.02573678466708692,0.0018113229150000007,0.0018929183464925523,2.938304844609104
SWE_R,1.2523808305042008e-06,2.0,0.024471756268196206,0.0019376321951500007,0.04348036421579409,3.0051278570120536
ZAF_R,1.2673088786204835e-06,2.0,0.02656559637670497,0.001861213739150001,0.031126052763779406,2.943563168806911
BOL_R,1.561728592768472e-06,2.0,0.024253647923559874,0.0020491106624000014,0.0035000342131102247,2.955421100906704
CYP_R,2.495411806491649e-06,2.0,0.024035539578923543,0.0017761182871500005,-0.08781812134789288,3.072240137505511
FIN_R,1.80507303140706e-06,2.0,0.024907972957468865,0.0018133380331500008,0.06493974965835413,2.9333341111555162
IND_R,6.687002968055038e-07,2.0,0.024820729619614332,0.0019014019311500007,-0.024949456385493667,2.961603176326767
KOR_R,1.3508311174955625e-06,2.0,0.0265219747077777,0.0019301292576000006,0.0030300331954807884,2.9884183978518952
NOR_R,4.492719442831868e-06,2.0,0.023904674572141748,0.002065916633600001,-0.06139245437013272,3.052257680496078
QAT_R,3.0993652486412684e-07,2.0,0.025213324639959723,0.0017618792606000006,0.057647033958039585,2.92518554331403
THA_R,1.6144392087654144e-06,2.0,0.02495159462639613,0.001976711025600001,0.13623392959019048,3.123449363138216
AGO_D,5.173540937847293e-07,2.0,0.024733486281759802,0.0019285594063500012,0.05756299392766615,2.996107023452903
BRA_D,5.173540937847293e-07,2.0,0.025126081302105193,0.0018918591384000007,0.07149650235385192,2.878481416225874
CZE_D,5.173540937847293e-07,2.0,0.025867649673868717,0.002065260150350001,-0.056925896875031544,3.0481140778573095
FRA_D,5.173540937847293e-07,2.0,0.025824028004941445,0.0018486872776000006,0.09093205095766836,2.9608783334355206
IRL_D,5.173540937847293e-07,2.0,0.024689864612832534,0.0019135896854000007,0.11016105382185205,2.888830319031949
LUX_D,5.173540937847293e-07,2.0,0.025431432984596054,0.001988689466350001,-0.06463204409815454,2.923849337839342
NZL_D,5.173540937847293e-07,2.0,0.024035539578923546,0.0019511804871500012,0.08352885566485582,2.932394156483593
ROU_D,5.173540937847293e-07,2.0,0.025169702971032458,0.0018991794023500012,0.07345149537538352,2.9128951006992514
TUN_D,5.173540937847293e-07,2.0,0.02421002625463261,0.0018666482787500008,-0.0013145859973411858,3.0978506952429505
ARG_D,5.173540937847293e-07,2.0,0.023904674572141748,0.001928911433600001,0.05968678960205668,3.0289772566568245
CAN_D,5.173540937847293e-07,2.0,0.02534418964674152,0.0018256685011500007,0.02827777879015634,2.8605345700243565
DEU_D,5.173540937847293e-07,2.0,0.02451537793712347,0.0019526209446000008,0.07349440292358535,3.0064238283229283
GBR_D,5.173540937847293e-07,2.0,0.024210026254632606,0.001980819278750001,0.07421490454038679,3.0080390425117445
IRN_D,5.173540937847293e-07,2.0,0.024558999606050735,0.0017925436883500004,0.04534094718814081,2.8997707081258866
MEX_D,5.173540937847293e-07,2.0,0.026216623025286843,0.0018682162271500006,0.07373858762520819,2.9866190444618983
PER_D,5.173540937847293e-07,2.0,0.023163106200378224,0.0018211016611500005,-0.08041010763481524,3.0409096471134855
SAU_D,5.173540937847293e-07,2.0,0.02311948453145096,0.0019087488350000008,0.09375768904105578,2.94009036878104
TUR_D,5.173540937847293e-07,2.0,0.02464624294390527,0.0018643648587500007,-0.004207755134718736,2.9955558194728833
AUS_D,5.173540937847293e-07,2.0,0.024340891261414407,0.0017594436126000005,0.11519166165393066,2.9338783541984133
CHE_D,5.173540937847293e-07,2.0,0.026434731369923175,0.0018966923774000007,0.04756874378442727,2.8486825312358373
DNK_D,5.173540937847293e-07,2.0,0.02451537793712347,0.001956426644600001,0.03551423881169161,3.089511229066207
GRC_D,5.173540937847293e-07,2.0,0.02582402800494145,0.0019742753776000005,-0.0001311697420066046,3.0281352147591143
ISL_D,5.173540937847293e-07,2.0,0.025300567977814253,0.0019058945600000006,0.1776774037062561,2.8796234095508617
MLT_D,5.173540937847293e-07,2.0,0.024733486281759802,0.001856251106350001,-0.07122887511479921,3.0527001839731165
PHL_D,5.173540937847293e-07,2.0,0.02421002625463261,0.001881871078750001,0.0705665213856844,2.9336322850749905
SGP_D,5.173540937847293e-07,2.0,0.02455899960605074,0.0018914918883500007,0.0016427806658442928,2.8751965693311434
TWN_D,5.173540937847293e-07,2.0,0.026303866363141373,0.001993027964350001,-0.06622360040163269,3.100675403338034
AUT_D,5.173540937847293e-07,2.0,0.023250349538232754,0.0017980238963500007,-0.053708555845216256,3.0339327617520686
CHL_D,5.173540937847293e-07,2.0,0.0269145697281231,0.001819716386350001,0.04917005673871993,2.913960139089442
EGY_D,5.173540937847293e-07,2.0,0.024820729619614332,0.0019090133311500009,-0.20475338259031986,3.141079094676027
HKG_D,5.173540937847293e-07,2.0,0.02416640458570534,0.0018440214894000007,-0.09082842449022367,2.9782443019012663
ISR_D,5.173540937847293e-07,2.0,0.025562297991377853,0.001930639221400001,0.01672832660458374,2.859311023044953
MYS_D,5.173540937847293e-07,2.0,0.022944997855741896,0.0019282035734000012,-0.11230486301545828,3.1080385546019462
POL_D,5.173540937847293e-07,2.0,0.02451537793712347,0.001986872244600001,0.14438092872387967,2.993377369846536
SVK_D,5.173540937847293e-07,2.0,0.023032241193596426,0.0018480783656000008,0.0693693373086091,2.955914907708494
URY_D,5.173540937847293e-07,2.0,0.024995216295323395,0.0017899558123500006,-0.10099960940791414,3.037089618695135
BEL_D,5.173540937847293e-07,2.0,0.023293971207160025,0.001999598505400001,0.07823288891173207,2.970527460216759
CHN_D,5.173540937847293e-07,2.0,0.023948296241069016,0.0019743952571500004,0.1765548503423435,3.1042161244887705
ESP_D,5.173540937847293e-07,2.0,0.02421002625463261,0.0018856767787500007,0.06697740781376003,2.941463996511877
HUN_D,5.173540937847293e-07,2.0,0.02386105290321448,0.001891035204350001,0.0065828602021578185,2.8505416495869595
ITA_D,5.173540937847293e-07,2.0,0.023293971207160022,0.0019615415054000003,0.053806116073127144,2.8754370418870185
NAM_D,5.173540937847293e-07,2.0,0.02338121454501456,0.0019194124064000006,-0.009857706137603348,3.01883869602251
PRT_D,5.173540937847293e-07,2.0,0.026085758018505042,0.0017970439286000008,0.023869289275386316,2.9681486142314912
SVN_D,5.173540937847293e-07,2.0,0.025431432984596058,0.0020305521663500016,-0.06489161145948709,3.1469288786199905
USA_D,5.173540937847293e-07,2.0,0.025824028004941445,0.0018182416776000006,0.11080056457705807,2.887565177122888
BGR_D,5.173540937847293e-07,2.0,0.028746679823068267,0.001877578249150001,-0.06727030799067905,2.796029302432825
COL_D,5.173540937847293e-07,2.0,0.024995216295323395,0.0020563548123500005,-0.07726971822124382,3.048835628679704
EST_D,5.173540937847293e-07,2.0,0.023991917909996278,0.0020312923750000008,0.09452011429169128,2.8793256876492626
IDN_D,5.173540937847293e-07,2.0,0.025387811315668793,0.0019052780366000009,0.13637363361785068,2.8560987511649487
JPN_D,5.173540937847293e-07,2.0,0.02569316299815965,0.0020856739251500014,-0.08200947738120963,3.2366244639686266
NLD_D,5.173540937847293e-07,2.0,0.024384512930341672,0.0019038375791500005,0.23027346684806133,2.8771146498050033
PRY_D,5.173540937847293e-07,2.0,0.02416640458570534,0.0018744670894000007,0.0007762304553387908,2.8472023025047037
SWE_D,5.173540937847293e-07,2.0,0.02700181306597763,0.0020167146411500005,-0.01310405745357079,3.1693260087041426
ZAF_D,5.173540937847293e-07,2.0,0.025562297991377853,0.0016908801214000008,0.05563676134928283,2.943987923497559
BOL_D,5.173540937847293e-07,2.0,0.025911271342795982,0.0019126763174000007,0.0924957715822033,2.8965613874143776
CYP_D,5.173540937847293e-07,2.0,0.025387811315668793,0.001867221036600001,-0.04572342184974314,3.145557461797886
FIN_D,5.173540937847293e-07,2.0,0.022116186146123845,0.0019217852603500005,0.057677622736889825,2.9094406892196645
IND_D,5.173540937847293e-07,2.0,0.023948296241069016,0.001966783857150001,0.1438813220774638,2.866718423071366
KOR_D,5.173540937847293e-07,2.0,0.02525694630888699,0.0018415002131500007,0.006195262082009578,3.177971759526836
NOR_D,5.173540937847293e-07,2.0,0.0269145697281231,0.001884413286350001,0.09238869946175705,2.8991634237831336
QAT_D,5.173540937847293e-07,2.0,0.024777107950687063,0.0017836859216000004,0.04568436610362092,2.8246439242740586
THA_D,5.173540937847293e-07,2.0,0.02429726959248714,0.0018928619403500008,0.05439006371591885,3.1216054161699915
AGO_U,1.6603778393804118e-06,2.0,0.02482072961961433,0.0019394589311500009,0.08837638044406342,2.8198031773243173
BRA_U,1.6603778393804118e-06,2.0,0.026216623025286843,0.0018415763271500008,0.04513924813247597,2.8701682750318125
CZE_U,1.6603778393804118e-06,2.0,0.024428134599268937,0.001960696640000001,0.0318487163390886,3.250722623529391
FRA_U,1.6603778393804118e-06,2.0,0.024166404585705344,0.0018744670894000007,0.06828093452788278,2.876430708762941
IRL_U,1.6603778393804118e-06,2.0,0.02586764967386871,0.0018787808503500007,-0.03468122497731799,2.8421550689484776
LUX_U,1.6603778393804118e-06,2.0,0.02421002625463261,0.0018590368787500006,0.042854276900344816,3.23792189203668
NZL_U,1.6603778393804118e-06,2.0,0.024995216295323395,0.0018850983123500004,0.05669554995596845,2.860520936497466
ROU_U,1.6603778393804118e-06,2.0,0.02647835303885044,0.0019495668703500009,0.14429762586647632,3.021732181567732
TUN_U,1.6603778393804118e-06,2.0,0.02386105290321448,0.0018796181043500009,-0.08722486088171101,3.1783679853623394
ARG_U,1.6603778393804118e-06,2.0,0.024602621274978004,0.0017884963264000007,0.07931778778056982,2.9185388205223
CAN_U,1.6603778393804118e-06,2.0,0.025082459633177925,0.001991094668750001,0.046613865016237294,2.823056904334785
DEU_U,1.6603778393804118e-06,2.0,0.024079161247850808,0.0018672590936000006,-0.01771753551846186,3.2200929104021316
GBR_U,1.6603778393804118e-06,2.0,0.025824028004941445,0.0021112805776000005,0.15229371598004024,2.840090665949965
IRN_U,1.6603778393804118e-06,2.0,0.0248643512885416,0.0019468058350000008,0.07856795850503075,2.8070594615077917
MEX_U,1.6603778393804118e-06,2.0,0.025126081302105193,0.0017434368384000008,-0.12809269931575387,3.2070984264492584
PER_U,1.6603778393804118e-06,2.0,0.025082459633177925,0.001926397768750001,0.13012092315517232,2.8840454181218345
SAU_U,1.6603778393804118e-06,2.0,0.02464624294390527,0.0019404788587500006,0.13412127397928864,2.8330045609270464
TUR_U,1.6603778393804118e-06,2.0,0.0267837047213413,0.0019922915614000005,0.0354168687281354,3.2527751539260223
AUS_U,1.6603778393804118e-06,2.0,0.025387811315668793,0.0018976666366000007,0.0899861689802044,2.8690909391216275
CHE_U,1.6603778393804118e-06,2.0,0.02464624294390527,0.0018948104587500007,0.06521209481426464,2.8856782168710664
DNK_U,1.6603778393804118e-06,2.0,0.023773809565359946,0.001994139228750001,0.11342292631228254,3.209998894821172
GRC_U,1.6603778393804118e-06,2.0,0.024820729619614332,0.001889984831150001,-0.08150415771978574,2.996890062260605
ISL_U,1.6603778393804118e-06,2.0,0.02503883796425066,0.001915264193400001,-0.034020089004492944,2.882514886297712
MLT_U,1.6603778393804118e-06,2.0,0.02429726959248714,0.001900473340350001,-0.15701569102376464,3.2054194139816845
PHL_U,1.6603778393804118e-06,2.0,0.02311948453145096,0.0018440519350000008,0.14911165712509666,2.8327832399539203
SGP_U,1.6603778393804118e-06,2.0,0.024515377937123467,0.001994483644600001,0.10931414522160132,2.854339979502443
TWN_U,1.6603778393804118e-06,2.0,0.026783704721341298,0.0020113200614000006,-0.015162153044251605,3.2371129125969884
AUT_U,1.6603778393804118e-06,2.0,0.023119484531450962,0.0018859146350000008,0.060074203532255656,2.801949247501623
CHL_U,1.6603778393804118e-06,2.0,0.02364294455857815,0.0018766591726000004,0.20538594945566582,2.8849838496787426
EGY_U,1.6603778393804118e-06,2.0,0.023991917909996278,0.0017877275750000008,0.04332133494161809,3.215032438207475
HKG_U,1.6603778393804118e-06,2.0,0.024646242943905272,0.001917644658750001,0.11511412536431181,2.8804389069414857
ISR_U,1.6603778393804118e-06,2.0,0.02647835303885044,0.0019762067703500007,0.1456471627938946,2.780114805585748
MYS_U,1.6603778393804118e-06,2.0,0.026958191397050364,0.002009554216600001,-0.0036800891677052764,3.134101255452448
POL_U,1.6603778393804118e-06,2.0,0.024122782916778076,0.0017795281943500006,0.04910082290111532,2.895373858160346
SVK_U,1.6603778393804118e-06,2.0,0.024689864612832537,0.0019021725854000008,0.10934137509743531,2.849518104418095
URY_U,1.6603778393804118e-06,2.0,0.025475054653523323,0.0017486125904000009,-0.04219093698910879,3.1262636831291934
BEL_U,1.6603778393804118e-06,2.0,0.025518676322450588,0.0019728273087500007,0.016348201470861117,2.8826451182559434
CHN_U,1.6603778393804118e-06,2.0,0.024253647923559874,0.0019844137624000007,0.1132633616340324,2.9495775678582774
ESP_U,1.6603778393804118e-06,2.0,0.027219921410613957,0.0018279233784000007,-0.06506358597739503,3.1658589115307563
HUN_U,1.6603778393804118e-06,2.0,0.026129379687432314,0.0017471949671500008,0.02054297907091837,2.7883572637897607
ITA_U,1.6603778393804118e-06,2.0,0.022726889511105564,0.0019705134431500008,0.12810709307939738,2.889499495458237
NAM_U,1.6603778393804118e-06,2.0,0.024253647923559874,0.001976802362400001,-0.03844211190067386,3.2445385210006767
PRT_U,1.6603778393804118e-06,2.0,0.02412278291677808,0.0019355618943500004,0.16216808571696276,2.898013689367635
SVN_U,1.6603778393804118e-06,2.0,0.02373018789643268,0.0018877489824000008,0.15176539417253812,2.828102153446957
USA_U,1.6603778393804118e-06,2.0,0.02525694630888699,0.0019594769131500004,0.0690968632146914,3.2360364364942313
BGR_U,1.6603778393804118e-06,2.0,0.026303866363141373,0.0019169139643500006,0.07850154053593511,2.860209684555188
COL_U,1.6603778393804118e-06,2.0,0.024384512930341672,0.0018010836791500008,0.1791918507249411,2.9063308350307087
EST_U,1.6603778393804118e-06,2.0,0.02333759287608729,0.0019157418087500009,-0.05148019737722885,3.0579085176032663
IDN_U,1.6603778393804118e-06,2.0,0.026129379687432314,0.001830920367150001,0.01166153588338093,2.803196600761824
JPN_U,1.6603778393804118e-06,2.0,0.025824028004941445,0.0019286069776000005,0.20628286704648813,2.772767688090475
NLD_U,1.6603778393804118e-06,2.0,0.023861052903214483,0.0019481207043500013,0.03986072874144523,3.0898296297034302
PRY_U,1.6603778393804118e-06,2.0,0.024428134599268937,0.0017589945400000007,0.048822471732562385,2.9503431451760433
SWE_U,1.6603778393804118e-06,2.0,0.025256946308886995,0.0018719458131500005,0.03290441535041938,2.8257725055606553
ZAF_U,1.6603778393804118e-06,2.0,0.025824028004941445,0.0018334644776000007,-0.013443167294659816,3.0967967477360228
BOL_U,1.6603778393804118e-06,2.0,0.02364294455857815,0.0018347964726000007,0.16151908847568056,2.8509857472927975
CYP_U,1.6603778393804118e-06,2.0,0.024253647923559874,0.0019044940624000008,0.034634336206275186,2.9133253544428994
FIN_U,1.6603778393804118e-06,2.0,0.022944997855741896,0.001882535173400001,-0.09622162104873369,3.186138432699216
IND_U,1.6603778393804118e-06,2.0,0.02669646138348677,0.0019132319496000005,-0.005195565546228271,2.9126460535619563
KOR_U,1.6603778393804118e-06,2.0,0.025213324639959726,0.001834187560600001,0.04170599470049473,2.8753214680688526
NOR_U,1.6603778393804118e-06,2.0,0.024384512930341672,0.002063676979150001,0.02088217240184169,3.1262030854323903
QAT_U,1.6603778393804118e-06,2.0,0.021025644422942195,0.0018870106766000006,0.046637437561344884,2.8090968039909088
THA_U,1.6603778393804118e-06,2.0,0.024907972957468865,0.0018628121331500007,0.07833308058684142,2.8996372476500865
